14.286967,9.318704,47.212717,32.977043,1.644297,3.323038,3.726233,150.546889,171.204682,167.981857,170.014715,173.689809,163.162057,160.485729,167.264773,0.000000
14.242197,12.32102,44.510361,32.628777,1.786147,3.200746,4.476881,150.020863,171.174521,167.314312,169.630663,173.827984,163.632439,160.277158,168.256147,0.000000
14.984873,10.887255,43.045278,32.803757,2.052883,3.036717,4.885114,151.327878,171.373856,166.345657,170.019602,173.869458,164.066685,159.818459,168.576628,0.000000
14.293888,11.620596,45.687471,32.284419,2.233652,2.949506,5.458025,151.002774,170.645347,164.545288,169.521089,174.735852,165.382415,158.762928,169.218075,0.000000
14.181301,10.92646,47.882207,32.517882,2.488442,2.891287,5.522422,150.008993,171.202599,165.32958,168.987003,174.177305,164.416402,158.755385,168.82846,0.000000
14.53879,9.833782,48.241996,32.179738,2.259013,2.795407,6.172768,150.781071,171.605077,165.229647,169.09497,173.910031,163.525367,159.807956,168.868294,0.000000
13.874381,11.732742,47.461468,31.553705,2.476459,2.841548,6.191375,151.324522,171.47694,164.738658,169.521705,173.614924,162.894364,159.615071,168.542068,0.000000
15.325937,11.395958,47.661002,31.088762,2.266331,2.737207,6.564993,151.780842,172.049481,165.843415,169.304212,173.75686,163.480753,160.28536,168.814291,0.000000
15.013444,9.664223,47.951654,31.606332,2.29797,2.65897,6.817163,152.735198,172.782065,165.685013,169.951478,173.047669,161.787264,160.663296,168.128535,0.000000
15.296859,11.112716,48.027379,30.740473,2.389043,2.49063,7.374752,153.504254,172.935728,165.966273,170.924015,172.978055,161.805265,160.487733,168.423323,0.000000
15.232249,11.822344,45.605836,30.867052,2.420457,2.507516,7.02018,153.524502,173.352292,166.645327,171.210534,172.609712,161.186218,161.607793,168.12137,0.000000
15.55049,11.791245,47.41231,29.705964,2.321408,2.559057,8.17532,154.893534,174.650651,168.020903,171.563545,171.881579,160.035378,161.320898,167.469036,0.000000
14.79192,12.530821,44.100056,29.556196,1.919488,2.677739,7.457773,155.128011,174.27474,168.490625,172.592079,171.466953,159.771153,161.710383,166.762509,0.000000
14.622094,12.009524,47.933446,31.790238,1.510635,2.47077,7.707657,153.377828,174.019521,168.441023,171.69088,172.018692,160.111761,161.380831,167.575221,0.000000
16.22872,11.807916,46.677018,30.511495,2.055895,2.472212,7.974785,153.79843,173.12384,165.982942,171.924303,172.650065,161.946265,161.328877,167.98064,0.000000
15.159635,11.165542,46.196035,29.60022,2.310234,2.521839,7.783971,153.73655,173.388107,166.957189,171.510423,172.381872,161.702367,160.828424,167.908974,0.000000
16.219183,11.830373,46.018805,30.081799,2.095378,2.541016,7.827594,154.596514,174.041282,168.084775,172.717574,171.944713,160.828539,162.451578,167.466473,0.000000
16.685484,11.312739,45.879705,30.020252,2.099902,2.626525,7.946972,154.091461,173.673134,167.519305,172.641131,172.020833,160.754423,162.208759,167.591281,0.000000
